"","gene","MinExpr","MaxExpr","SD_logRPKM","Mean_logRPKM","Median_logRPKM","Q.25_logRPKM","Q.75_logRPKM","IQR_logRPKM","ShannonIndex","Kurtosis","Skewness","ZeroExpr_proportion","residual.SD_logRPKM","LOESS.fit","TP"
"Rv0078","Rv0078",0,8.52035667825888,1.10571678765506,4.97651408078023,5.08868579290617,4.26440493719482,5.68791272037478,1.42350778317995,6.76895300252106,4.03252282095339,-0.308901699969992,0.00223713646532438,0.0642560702648722,1.04146071739019,1.01796900189697
"Rv0078A","Rv0078A",5.60620953594193,10.0685017699861,0.715436956218219,8.04326334956907,7.97412385821614,7.58471655790848,8.49374825031441,0.90903169240593,6.7917471481393,3.55439495646154,0.101758391176967,0,-0.17980811740222,0.895245073620439,0.773904814229882
"Rv0078B","Rv0078B",3.98613889168546,12.2057899185363,1.05028317067362,8.51197836079086,8.44323403417099,7.75876346144618,9.12591561180733,1.36715215036115,6.78817234897706,3.72001342053628,0.452054658066573,0,0.133229969858995,0.917053200814623,1.0869429014911
"Rv0079","Rv0079",3.23274169361701,13.0681499055631,2.27920545700044,7.77839118595752,7.6858838199788,5.76813375482781,9.57865539672063,3.81052164189283,6.75281983302001,2.17291129692538,0.301163195438862,0,1.39308779146337,0.88611766553707,2.34680072309547
"Rv0080","Rv0080",1.16094828440433,12.434039976926,2.19428621731617,6.96964704231601,6.43893177627276,5.20667092826952,8.68933491046,3.48266398219048,6.74659340598598,2.40385692642166,0.442935369323544,0,1.31817932026627,0.876106897049902,2.27189225189837
"Rv0081","Rv0081",0,10.47292816006,1.70717607002185,5.88162639447305,6.01244917821226,4.74728289371416,7.14258222415184,2.39529933043768,6.7493619282972,2.92278166865311,-0.285062353875316,0.00447427293064877,0.767995972560506,0.939180097461347,1.72170890419261
"Rv0082","Rv0082",0,9.96113714559023,1.68397540106952,5.74080252296139,5.67939284013833,4.57152298257121,6.80305072463706,2.23152774206585,6.7510730749589,2.51267962520445,0.0741714680517754,0.00111856823266219,0.731958342819447,0.952017058250076,1.68567127445155
"Rv0083","Rv0083",0,9.51279915678227,1.4346005270659,4.72738542291193,4.65430434765029,3.74088549966689,5.60165245276976,1.86076695310288,6.74747252501574,3.31209664329944,0.193171604778007,0.00111856823266219,0.363208908292432,1.07139161877347,1.31692183992453
"Rv0084","Rv0084",1.13572653805079,10.0858396061369,0.971569598857454,6.36162181618414,6.3497631874347,5.77952112028173,6.90747213017178,1.12795100989005,6.78359639575252,5.18459860747219,-0.236549562842504,0,0.0704912866267211,0.901078312230733,1.02420421825882
"Rv0085","Rv0085",0,9.4819443766549,1.29914989401079,5.00697413443364,4.92421091503597,4.19380664584964,5.89809422779056,1.70428758194093,6.75803551993688,4.12016282196613,-0.221682134144804,0.00671140939597315,0.261604543407132,1.03754535060366,1.21531747503923
"Rv0086","Rv0086",0.982800169436871,8.99518708155425,0.97717585030642,5.69541910695051,5.69028000677221,5.04007481766644,6.35671831304425,1.31664349537782,6.78040362101083,4.31608876640915,-0.210416864621727,0,0.0209868804832111,0.956188969823209,0.974699812115313
"Rv0087","Rv0087",1.55008882147556,8.09282888773003,1.02245648484206,4.85509271121006,4.79101133445835,4.10422158638394,5.61313260147677,1.50891101509283,6.77324090899412,2.75879406130995,0.111783832114474,0,-0.0340256120897828,1.05648209693185,0.919687319542319
"Rv0088","Rv0088",5.51269055557475,10.6793531096871,0.804367429250457,7.9730046426025,7.94213427977172,7.443743115029,8.47333847825884,1.02959536322984,6.79062068470524,3.19127449378836,0.149612120857825,0,-0.0880994308399938,0.892466860090451,0.865613500792108
"Rv0089","Rv0089",3.14353494500462,8.93795624584119,0.761507946333767,6.14381767566845,6.2140933176681,5.7189004767166,6.61500827287619,0.896107796159591,6.78789248866072,3.8526673547533,-0.187703500325847,0,-0.155256557890113,0.916764504223879,0.798456373741989
"Rv0090","Rv0090",0,7.74296255334437,0.935495031750832,4.12623962340201,3.98578993235742,3.51324116531275,4.60154541093962,1.08830424562687,6.76999841772395,5.3249346675999,0.768322858191681,0.00223713646532438,-0.207285782523325,1.14278081427416,0.746427149108777
"Rv0091","Rv0091",2.23682428461772,7.29660063001706,0.8485991606629,5.55757517527475,5.65312510402519,5.08932786179426,6.15658473273463,1.06725687094038,6.78357064361364,3.08970302242592,-0.543353020196396,0,-0.12059201875711,0.96919117942001,0.833120912874992
"Rv0092","Rv0092",3.90806232423006,8.96829277310191,0.585674260288187,6.15275263727832,6.14677018498694,5.78750513096899,6.46897881373722,0.681473682768229,6.79120313266032,4.55326177329035,0.364377767770817,0,-0.330382475766524,0.916056736054711,0.623330455865578
"Rv0093c","Rv0093c",2.29366260964429,9.07684366572008,0.720077128713883,5.7894879176602,5.66258754005765,5.36874903466006,6.11504119880543,0.746292164145371,6.78804557598178,6.57570719195426,0.631443103886479,0,-0.227474080057675,0.947551208771558,0.726238851574426
"Rv0095c","Rv0095c",0,11.5977063122938,1.31532155686301,4.26727160923008,3.98843115268431,3.52473623171881,4.67648352768054,1.15174729596174,6.74941126469745,9.15070501888546,1.60191418365096,0.00894854586129754,0.189472529112597,1.12584902775041,1.1431854607447
"Rv0096","Rv0096",0,7.27798799093239,1.27701646268542,3.40722242415885,3.08581123962463,2.46479865253699,4.11047601674151,1.64567736420452,6.7280827753228,3.19643235458638,0.824293091023058,0.00223713646532438,0.0466341405139126,1.23038232217151,1.00034707214601
"Rv0097","Rv0097",2.1546292078117,10.8086963362435,1.09214351869964,5.67121864670397,5.42509414783558,5.00471365988654,6.18644382689321,1.18173016700667,6.77816210621126,5.44857047473658,1.24045853551133,0,0.133730774881407,0.958412743818231,1.08744370651351
"Rv0098","Rv0098",0,10.0786977451817,1.07508572348338,5.22779312518899,5.07608541723616,4.64200090032815,5.65429864707601,1.01229774674786,6.77490612879051,5.8921617389836,0.923805046488578,0.00111856823266219,0.0665300065841896,1.00855571689919,1.02024293821629
"Rv0099","Rv0099",3.44813077163174,9.30581980270957,0.810533535325737,5.52233110169214,5.34240477799469,5.0574005893188,5.8827573574135,0.825356768094708,6.78540751150219,5.83713011688893,1.22918129741116,0,-0.162340173966222,0.972873709291959,0.791372757665879
"Rv0100","Rv0100",0,8.53695055351669,1.21003276733228,4.89631807219233,4.89536535484785,4.25567993416338,5.56419976181057,1.30851982764719,6.75860321397302,5.7633580898514,-0.587597763359567,0.0134228187919463,0.158525180994438,1.05150758633785,1.11223811262654
"Rv0101","Rv0101",2.46829247691444,8.28016320184705,0.920951901268083,5.14240836635151,5.03164593109877,4.48724633982121,5.7788314567528,1.29158511693159,6.77979701765575,3.37843653030971,0.402448719309522,0,-0.0988320073807708,1.01978390864885,0.854880924251331
"Rv0102","Rv0102",5.02674434008919,8.67282830079219,0.522181279622142,6.86219621283899,6.8575872082296,6.53108591588082,7.18409699960009,0.653011083719271,6.79279748786323,3.52578886535771,-0.0845744298006534,0,-0.356013184321618,0.878194463943761,0.597699747310483
