"","10","20","30","50","80","106"
"1",0.864305547851302,0.921789672170313,0.930474588587647,0.981502872124138,0.988496099203977,1
"2",0.857590561659248,0.896383037340448,0.931793649621912,0.971598118487125,0.993799266593567,1
"3",0.735212433342651,0.86665661145618,0.932611896684561,0.966612087001081,0.991820784595976,1
"4",0.800433831036707,0.91119016383459,0.945272446624783,0.976362837474,0.989592887072066,1
"5",0.801309031555488,0.879335169972688,0.918116904314808,0.980455376270037,0.994430484183755,1
"6",0.786701597098874,0.914216684456231,0.952944721599831,0.977159931720746,0.993482436726803,1
"7",0.822667061351109,0.872070712247523,0.927581152895788,0.977029435462828,0.994956200931139,1
"8",0.861736064268375,0.901573818684742,0.957200777620991,0.973417092576928,0.994234724581305,1
"9",0.864990512647349,0.817761304911692,0.94535044214172,0.966127053913825,0.995407584929021,1
"10",0.839093448921648,0.933673239501224,0.958994160418769,0.955686681710629,0.989575214500687,1
"11",0.787458595280086,0.880726685358665,0.949814274569645,0.978617944252662,0.986378551675627,1
"12",0.852376636810181,0.908465597169489,0.956875406639061,0.983896632315361,0.991484825462851,1
"13",0.792969656693554,0.935573050474909,0.925490326050802,0.973814072909107,0.994831055460096,1
"14",0.881033312467997,0.919936014450076,0.945280880044396,0.969596438963024,0.992166153814247,1
"15",0.815119264908483,0.890394275740255,0.933978111980143,0.976914391340125,0.990790321442503,1
"16",0.88587834473431,0.92508698242952,0.912339109819985,0.970974134812576,0.992371796475944,1
"17",0.83334968170321,0.919684888186742,0.954433885197089,0.981303225652388,0.979392826358587,1
"18",0.826560541616039,0.926989915625419,0.963015971390168,0.980389003147443,0.994053730837525,1
"19",0.817864886647312,0.927445931631522,0.917304678681898,0.966219271690333,0.990513524311321,1
"20",0.820414344027115,0.890512469383241,0.949698603008328,0.971380295282595,0.99362356967931,1
"21",0.809796869281379,0.887092543430629,0.957005257082092,0.962107765114036,0.992073310382951,1
"22",0.816703462361,0.910984790322343,0.95566600610444,0.975154110076282,0.98884099505195,1
"23",0.805112434705736,0.898620247621081,0.913223779398176,0.970347728760633,0.99333214984256,1
"24",0.79471355635537,0.908743852441759,0.936967610428229,0.967512249709707,0.99457555297688,1
"25",0.896394680772118,0.877882376337088,0.924241748807584,0.969238080655288,0.996049776805012,1
"26",0.897380712236656,0.929149467915911,0.934115104179565,0.977630283655643,0.993816782230652,1
"27",0.771399592785591,0.945569566649216,0.951757665209128,0.983842150407272,0.986511363774388,1
"28",0.883725141998516,0.865143470413275,0.962002112131388,0.971281665186693,0.988343990992416,1
"29",0.819405683997549,0.901754470709408,0.963224856462372,0.980215070736336,0.990802766055387,1
"30",0.81889229090093,0.902347474359532,0.939163665609987,0.978055792376242,0.9892964895221,1
