"","10","20","30","50","80","106"
"1",0.706433456277365,0.877037084302137,0.903879934074819,0.961909084431358,0.980837592291595,1
"2",0.780859012127981,0.904685156322178,0.899524997232226,0.965171269849173,0.982345048372697,1
"3",0.60436046773447,0.816561390951767,0.895146523203347,0.934441019313692,0.986588230332853,1
"4",0.756204512702186,0.916781560176952,0.897576302066405,0.954524623233588,0.983281671242312,1
"5",0.752069659860896,0.84948002298762,0.892813477655224,0.96648626399399,0.985584825101138,1
"6",0.71521615877547,0.895301508996304,0.94148859795372,0.964073708491444,0.98193688142676,1
"7",0.727342264440538,0.808494820204111,0.890000523336384,0.954283098049948,0.983320700762912,1
"8",0.801530714181346,0.869551817530099,0.928305827947975,0.932815378629623,0.986669109025913,1
"9",0.740499027315854,0.764458259575731,0.889341465922349,0.941078918960412,0.988864444910233,1
"10",0.770474946514718,0.843142131174533,0.915550723537711,0.927897383423703,0.986169496427132,1
"11",0.797589773996265,0.869232241688454,0.894379659401234,0.97180740936013,0.984576668149139,1
"12",0.668467489076338,0.83936205111153,0.906457225259896,0.969069915555798,0.985189355267176,1
"13",0.728136863842901,0.843841755597782,0.89998877712487,0.946542346675489,0.98850798850861,1
"14",0.78262336031105,0.892486878365711,0.867750461074937,0.949153713029153,0.983737113103087,1
"15",0.753707265405139,0.855944109049829,0.906234329416148,0.963656710286675,0.982501246541392,1
"16",0.776947773107973,0.858816179497252,0.883508993158676,0.953373904048141,0.987432845969085,1
"17",0.779776562932618,0.873209619116872,0.898511924526337,0.95511910028823,0.97998596026699,1
"18",0.717561446634854,0.835438866046957,0.921763705915168,0.967526165830268,0.984308221093488,1
"19",0.69505933552939,0.850756655417743,0.907846644242308,0.946979231581324,0.989136258087901,1
"20",0.739151674461575,0.843521340989959,0.911140794285507,0.944419671608629,0.986770021334264,1
"21",0.579100318431514,0.840902175172656,0.92520434438843,0.940244069401396,0.986719028316974,1
"22",0.69824686574984,0.879244356165728,0.888808274234164,0.962305749598639,0.979764863223044,1
"23",0.75680223244136,0.849199540314338,0.867995081719711,0.951084164416968,0.983493659855695,1
"24",0.707167275639317,0.895606654402908,0.92673480687335,0.942920640642977,0.986438860352894,1
"25",0.834118751585618,0.860570206933904,0.898835190922634,0.954123984522287,0.989734256862572,1
"26",0.83915784990139,0.885177084655383,0.887019412098227,0.947521915968074,0.985350086189657,1
"27",0.606888458202393,0.903297616063396,0.90858151584,0.959159381752505,0.983360128051338,1
"28",0.821221635555232,0.859194251085967,0.917568056551274,0.940008805900286,0.985596094062245,1
"29",0.797899005827702,0.893020144027228,0.942462781056882,0.956486783674844,0.988591805204844,1
"30",0.764414684820953,0.790623763120915,0.883995152515098,0.95718161261959,0.98313142201636,1
